time, theta_0, theta_1, theta_2, theta_3, theta_4, theta_5, theta_6, theta_7, theta_8, theta_9, theta_10, theta_11, theta_12, theta_13, theta_14, theta_15, theta_16, theta_17, theta_18, theta_19, theta_20, theta_21, theta_22, theta_23, theta_24, theta_25, theta_26, theta_27, theta_28, theta_29, theta_30, theta_31, theta_32, theta_33, theta_34, theta_35, theta_36, theta_37, theta_38, theta_39, theta_40, theta_41, theta_42, theta_43, theta_44, theta_45, theta_46, theta_47, theta_48, theta_49, theta_50, theta_51, theta_52, theta_53, theta_54, theta_55, theta_56, theta_57, theta_58, theta_59, theta_60, theta_61, theta_62, theta_63, theta_64, theta_65, theta_66, theta_67, theta_68, theta_69, theta_70, theta_71, theta_72, theta_73, theta_74, theta_75, theta_76, theta_77, theta_78, theta_79, theta_80, theta_81, theta_82, theta_83, theta_84, theta_85, theta_86, theta_87, theta_88, theta_89, theta_90, theta_91, theta_92, theta_93, theta_94, theta_95, theta_96, theta_97, theta_98, theta_99, OrderPara_drawX, OrderPara_drawY

4.910000, 123.235684, 128.015008, 127.377888, 125.802133, 127.646605, 126.693093, 125.248765, 123.468713, 123.855272, 127.742749, 129.202317, 124.616666, 123.747560, 128.753528, 129.428792, 125.573608, 124.571665, 128.701798, 129.144148, 126.462851, 128.159589, 129.005426, 129.283716, 124.864660, 128.225561, 123.343537, 125.427958, 125.063933, 127.141381, 126.756526, 129.224934, 125.787995, 125.941767, 125.516669, 126.198555, 128.180160, 128.667050, 127.933910, 129.486411, 129.001979, 127.636816, 123.567421, 129.117055, 125.839932, 129.313491, 124.350850, 128.075579, 123.905179, 126.822270, 128.785180, 128.625047, 126.583205, 127.397047, 128.325420, 125.055979, 127.513567, 126.484772, 126.783323, 128.541888, 128.291963, 125.544787, 126.586978, 128.507812, 128.011953, 126.570533, 125.567975, 128.422452, 124.520236, 124.421593, 125.194188, 123.838673, 123.401599, 123.471096, 125.687960, 125.602361, 123.357460, 125.914819, 127.257126, 125.368659, 125.212377, 127.919865, 123.530710, 128.260111, 124.070816, 125.094055, 126.601303, 126.290120, 125.109529, 129.124805, 126.671890, 124.161363, 125.472530, 125.503892, 126.464811, 124.835710, 128.113289, 124.449096, 125.128532, 124.531524, 126.697979, 0.000269, -0.004213

4.920000, 123.486659, 128.266625, 127.629331, 126.053387, 127.898171, 126.944178, 125.500344, 123.719722, 124.106468, 127.994344, 129.453357, 124.868302, 123.998692, 129.004816, 129.679773, 125.825004, 124.823286, 128.953119, 129.395212, 126.713894, 128.411181, 129.256560, 129.534728, 125.116333, 128.477133, 123.594519, 125.679443, 125.315578, 127.392686, 127.007634, 129.475965, 126.039257, 126.192943, 125.768101, 126.449627, 128.431746, 128.918393, 128.185530, 129.737387, 129.253114, 127.888379, 123.818464, 129.368131, 126.091164, 129.564495, 124.602368, 128.327189, 124.156408, 127.073405, 129.036447, 128.876416, 126.834263, 127.648500, 128.576954, 125.307626, 127.765079, 126.735816, 127.034441, 128.793308, 128.543511, 125.796202, 126.838036, 128.759252, 128.263571, 126.821588, 125.819375, 128.673939, 124.771838, 124.673149, 125.445790, 124.089859, 123.652591, 123.722106, 125.939284, 125.853739, 123.608444, 126.166009, 127.508500, 125.620177, 125.463972, 128.171485, 123.781739, 128.511671, 124.322156, 125.345692, 126.852364, 126.541172, 125.361161, 129.375878, 126.922969, 124.412764, 125.723989, 125.755332, 126.715853, 125.087383, 128.364892, 124.700666, 125.380158, 124.783130, 126.949067, 0.001297, -0.003989

4.930000, 123.737634, 128.518243, 127.880774, 126.304640, 128.149738, 127.195263, 125.751923, 123.970731, 124.357664, 128.245939, 129.704396, 125.119939, 124.249823, 129.256104, 129.930753, 126.076401, 125.074908, 129.204441, 129.646276, 126.964935, 128.662773, 129.507694, 129.785739, 125.368007, 128.728706, 123.845501, 125.930928, 125.567224, 127.643991, 127.258741, 129.726997, 126.290519, 126.444118, 126.019533, 126.700699, 128.683333, 129.169737, 128.437151, 129.988363, 129.504250, 128.139942, 124.069507, 129.619208, 126.342395, 129.815498, 124.853887, 128.578799, 124.407637, 127.324538, 129.287715, 129.127787, 127.085319, 127.899953, 128.828488, 125.559274, 128.016592, 126.986859, 127.285558, 129.044729, 128.795059, 126.047616, 127.089093, 129.010693, 128.515189, 127.072642, 126.070775, 128.925427, 125.023441, 124.924706, 125.697393, 124.341045, 123.903583, 123.973115, 126.190608, 126.105117, 123.859428, 126.417198, 127.759874, 125.871696, 125.715566, 128.423105, 124.032768, 128.763231, 124.573496, 125.597329, 127.103424, 126.792224, 125.612794, 129.626951, 127.174047, 124.664166, 125.975447, 126.006772, 126.966895, 125.339056, 128.616495, 124.952237, 125.631785, 125.034737, 127.200153, 0.002232, -0.003518

4.940000, 123.988608, 128.769862, 128.132218, 126.555893, 128.401306, 127.446346, 126.003502, 124.221738, 124.608860, 128.497536, 129.955436, 125.371577, 124.500954, 129.507393, 130.181733, 126.327797, 125.326531, 129.455763, 129.897339, 127.215976, 128.914367, 129.758828, 130.036750, 125.619681, 128.980280, 124.096482, 126.182414, 125.818871, 127.895295, 127.509846, 129.978027, 126.541781, 126.695293, 126.270965, 126.951769, 128.934921, 129.421081, 128.688772, 130.239338, 129.755386, 128.391507, 124.320549, 129.870284, 126.593626, 130.066500, 125.105407, 128.830410, 124.658865, 127.575671, 129.538983, 129.379157, 127.336374, 128.151407, 129.080023, 125.810923, 128.268105, 127.237901, 127.536675, 129.296151, 129.046608, 126.299030, 127.340149, 129.262134, 128.766808, 127.323694, 126.322175, 129.176915, 125.275044, 125.176264, 125.948996, 124.592230, 124.154574, 124.224124, 126.441932, 126.356495, 124.110411, 126.668387, 128.011247, 126.123215, 125.967162, 128.674727, 124.283796, 129.014793, 124.824836, 125.848967, 127.354483, 127.043275, 125.864428, 129.878023, 127.425124, 124.915567, 126.226906, 126.258211, 127.217936, 125.590730, 128.868100, 125.203808, 125.883412, 125.286345, 127.451238, 0.003015, -0.002836

4.950000, 124.239581, 129.021482, 128.383662, 126.807146, 128.652875, 127.697429, 126.255082, 124.472745, 124.860056, 128.749133, 130.206475, 125.623215, 124.752084, 129.758682, 130.432713, 126.579193, 125.578155, 129.707085, 130.148403, 127.467015, 129.165961, 130.009962, 130.287761, 125.871356, 129.231855, 124.347462, 126.433899, 126.070518, 128.146600, 127.760951, 130.229058, 126.793042, 126.946467, 126.522396, 127.202839, 129.186510, 129.672426, 128.940395, 130.490312, 130.006522, 128.643072, 124.571590, 130.121360, 126.844856, 130.317503, 125.356927, 129.082023, 124.910092, 127.826803, 129.790252, 129.630529, 127.587428, 128.402862, 129.331559, 126.062572, 128.519619, 127.488942, 127.787790, 129.547574, 129.298158, 126.550444, 127.591204, 129.513577, 129.018428, 127.574746, 126.573574, 129.428405, 125.526647, 125.427822, 126.200599, 124.843415, 124.405564, 124.475131, 126.693255, 126.607873, 124.361393, 126.919575, 128.262621, 126.374733, 126.218757, 128.926349, 124.534823, 129.266355, 125.076176, 126.100606, 127.605541, 127.294324, 126.116061, 130.129096, 127.676200, 125.166968, 126.478365, 126.509651, 127.468975, 125.842405, 129.119705, 125.455380, 126.135039, 125.537953, 127.702322, 0.003601, -0.001985

4.960000, 124.490554, 129.273103, 128.635106, 127.058398, 128.904444, 127.948510, 126.506662, 124.723751, 125.111251, 129.000732, 130.457514, 125.874854, 125.003214, 130.009971, 130.683692, 126.830589, 125.829779, 129.958408, 130.399467, 127.718053, 129.417557, 130.261096, 130.538771, 126.123032, 129.483430, 124.598441, 126.685384, 126.322165, 128.397904, 128.012055, 130.480088, 127.044303, 127.197640, 126.773828, 127.453908, 129.438100, 129.923771, 129.192019, 130.741286, 130.257658, 128.894638, 124.822631, 130.372436, 127.096086, 130.568505, 125.608447, 129.333636, 125.161320, 128.077934, 130.041521, 129.881901, 127.838481, 128.654316, 129.583096, 126.314221, 128.771133, 127.739981, 128.038904, 129.798997, 129.549709, 126.801858, 127.842258, 129.765020, 129.270049, 127.825797, 126.824974, 129.679895, 125.778252, 125.679381, 126.452202, 125.094600, 124.656553, 124.726138, 126.944578, 126.859250, 124.612374, 127.170762, 128.513995, 126.626252, 126.470353, 129.177973, 124.785850, 129.517919, 125.327516, 126.352245, 127.856598, 127.545373, 126.367696, 130.380168, 127.927275, 125.418370, 126.729823, 126.761090, 127.720014, 126.094081, 129.371311, 125.706952, 126.386667, 125.789562, 127.953405, 0.003955, -0.001023

4.970000, 124.741526, 129.524725, 128.886550, 127.309650, 129.156015, 128.199591, 126.758242, 124.974757, 125.362445, 129.252331, 130.708552, 126.126494, 125.254343, 130.261261, 130.934670, 127.081984, 126.081404, 130.209731, 130.650530, 127.969091, 129.669153, 130.512230, 130.789782, 126.374709, 129.735007, 124.849420, 126.936869, 126.573813, 128.649208, 128.263158, 130.731118, 127.295563, 127.448812, 127.025260, 127.704976, 129.689690, 130.175117, 129.443644, 130.992259, 130.508794, 129.146205, 125.073671, 130.623512, 127.347315, 130.819506, 125.859968, 129.585251, 125.412547, 128.329064, 130.292790, 130.133273, 128.089533, 128.905771, 129.834633, 126.565871, 129.022648, 127.991020, 128.290018, 130.050420, 129.801261, 127.053272, 128.093310, 130.016464, 129.521672, 128.076846, 127.076373, 129.931385, 126.029857, 125.930940, 126.703806, 125.345784, 124.907542, 124.977145, 127.195901, 127.110628, 124.863355, 127.421949, 128.765369, 126.877772, 126.721950, 129.429597, 125.036875, 129.769483, 125.578856, 126.603884, 128.107654, 127.796420, 126.619330, 130.631240, 128.178349, 125.669772, 126.981282, 127.012530, 127.971051, 126.345757, 129.622919, 125.958525, 126.638296, 126.041172, 128.204487, 0.004058, -0.000009

4.980000, 124.992498, 129.776348, 129.137995, 127.560901, 129.407586, 128.450670, 127.009822, 125.225762, 125.613640, 129.503931, 130.959591, 126.378135, 125.505471, 130.512551, 131.185648, 127.333380, 126.333030, 130.461055, 130.901593, 128.220127, 129.920751, 130.763365, 131.040791, 126.626386, 129.986584, 125.100398, 127.188355, 126.825462, 128.900511, 128.514260, 130.982148, 127.546823, 127.699984, 127.276691, 127.956043, 129.941282, 130.426463, 129.695270, 131.243232, 130.759930, 129.397772, 125.324710, 130.874588, 127.598544, 131.070507, 126.111490, 129.836866, 125.663774, 128.580193, 130.544060, 130.384646, 128.340584, 129.157227, 130.086172, 126.817522, 129.274164, 128.242057, 128.541130, 130.301844, 130.052814, 127.304686, 128.344362, 130.267908, 129.773295, 128.327895, 127.327772, 130.182877, 126.281463, 126.182500, 126.955410, 125.596967, 125.158530, 125.228150, 127.447223, 127.362005, 125.114335, 127.673135, 129.016743, 127.129291, 126.973546, 129.681223, 125.287901, 130.021048, 125.830196, 126.855524, 128.358708, 128.047467, 126.870966, 130.882313, 128.429422, 125.921174, 127.232741, 127.263969, 128.222087, 126.597434, 129.874527, 126.210099, 126.889925, 126.292783, 128.455568, 0.003907, 0.000991

4.990000, 125.243469, 130.027972, 129.389440, 127.812151, 129.659158, 128.701749, 127.261403, 125.476766, 125.864833, 129.755532, 131.210629, 126.629776, 125.756599, 130.763842, 131.436625, 127.584775, 126.584656, 130.712379, 131.152656, 128.471162, 130.172349, 131.014499, 131.291801, 126.878064, 130.238163, 125.351376, 127.439840, 127.077111, 129.151815, 128.765360, 131.233177, 127.798082, 127.951156, 127.528122, 128.207109, 130.192875, 130.677809, 129.946897, 131.494204, 131.011066, 129.649341, 125.575749, 131.125664, 127.849772, 131.321508, 126.363012, 130.088482, 125.915001, 128.831322, 130.795330, 130.636019, 128.591634, 129.408682, 130.337711, 127.069173, 129.525680, 128.493093, 128.792242, 130.553269, 130.304367, 127.556100, 128.595413, 130.519353, 130.024919, 128.578942, 127.579171, 130.434369, 126.533070, 126.434061, 127.207015, 125.848151, 125.409517, 125.479155, 127.698545, 127.613382, 125.365315, 127.924321, 129.268117, 127.380810, 127.225143, 129.932849, 125.538925, 130.272614, 126.081537, 127.107165, 128.609762, 128.298512, 127.122601, 131.133385, 128.680493, 126.172576, 127.484199, 127.515409, 128.473122, 126.849112, 130.126137, 126.461673, 127.141554, 126.544394, 128.706648, 0.003515, 0.001917

5.000000, 125.494439, 130.279597, 129.640885, 128.063402, 129.910730, 128.952826, 127.512984, 125.727769, 126.116027, 130.007134, 131.461667, 126.881418, 126.007726, 131.015133, 131.687602, 127.836170, 126.836284, 130.963704, 131.403719, 128.722195, 130.423949, 131.265633, 131.542810, 127.129742, 130.489742, 125.602352, 127.691326, 127.328761, 129.403118, 129.016460, 131.484207, 128.049341, 128.202326, 127.779554, 128.458174, 130.444469, 130.929157, 130.198525, 131.745175, 131.262203, 129.900910, 125.826787, 131.376739, 128.100999, 131.572508, 126.614534, 130.340100, 126.166227, 129.082449, 131.046600, 130.887394, 128.842683, 129.660138, 130.589252, 127.320825, 129.777197, 128.744129, 129.043353, 130.804695, 130.555922, 127.807513, 128.846462, 130.770799, 130.276544, 128.829989, 127.830570, 130.685862, 126.784677, 126.685622, 127.458620, 126.099333, 125.660504, 125.730159, 127.949867, 127.864759, 125.616293, 128.175506, 129.519491, 127.632330, 127.476740, 130.184477, 125.789949, 130.524181, 126.332877, 127.358806, 128.860814, 128.549557, 127.374237, 131.384456, 128.931564, 126.423979, 127.735658, 127.766848, 128.724156, 127.100791, 130.377747, 126.713248, 127.393184, 126.796006, 128.957727, 0.002910, 0.002711

5.010000, 125.745409, 130.531223, 129.892331, 128.314652, 130.162304, 129.203902, 127.764565, 125.978771, 126.367220, 130.258737, 131.712705, 127.133061, 126.258853, 131.266424, 131.938578, 128.087566, 127.087912, 131.215029, 131.654782, 128.973228, 130.675549, 131.516767, 131.793818, 127.381422, 130.741323, 125.853328, 127.942811, 127.580411, 129.654421, 129.267559, 131.735236, 128.300600, 128.453496, 128.030985, 128.709238, 130.696063, 131.180504, 130.450154, 131.996146, 131.513339, 130.152480, 126.077824, 131.627815, 128.352227, 131.823508, 126.866057, 130.591718, 126.417453, 129.333576, 131.297871, 131.138768, 129.093730, 129.911595, 130.840793, 127.572477, 130.028714, 128.995163, 129.294462, 131.056121, 130.807477, 128.058927, 129.097510, 131.022245, 130.528171, 129.081034, 128.081969, 130.937356, 127.036285, 126.937184, 127.710225, 126.350516, 125.911490, 125.981162, 128.201189, 128.116135, 125.867271, 128.426691, 129.770865, 127.883850, 127.728338, 130.436106, 126.040972, 130.775749, 126.584217, 127.610448, 129.111866, 128.800600, 127.625874, 131.635528, 129.182634, 126.675381, 127.987117, 128.018287, 128.975189, 127.352470, 130.629358, 126.964824, 127.644814, 127.047619, 129.208805, 0.002132, 0.003326

5.020000, 125.996378, 130.782850, 130.143776, 128.565901, 130.413878, 129.454978, 128.016147, 126.229773, 126.618413, 130.510341, 131.963742, 127.384705, 126.509979, 131.517716, 132.189554, 128.338961, 127.339540, 131.466355, 131.905844, 129.224260, 130.927150, 131.767902, 132.044827, 127.633102, 130.992904, 126.104304, 128.194297, 127.832062, 129.905723, 129.518657, 131.986264, 128.551858, 128.704665, 128.282416, 128.960301, 130.947659, 131.431852, 130.701784, 132.247116, 131.764475, 130.404051, 126.328860, 131.878890, 128.603453, 132.074508, 127.117581, 130.843338, 126.668678, 129.584702, 131.549142, 131.390143, 129.344777, 130.163052, 131.092334, 127.824130, 130.280232, 129.246196, 129.545571, 131.307548, 131.059033, 128.310340, 129.348557, 131.273692, 130.779798, 129.332078, 128.333367, 131.188851, 127.287894, 127.188746, 127.961831, 126.601698, 126.162475, 126.232164, 128.452510, 128.367512, 126.118248, 128.677875, 130.022239, 128.135369, 127.979936, 130.687735, 126.291994, 131.027318, 126.835557, 127.862090, 129.362916, 129.051642, 127.877511, 131.886600, 129.433702, 126.926784, 128.238575, 128.269726, 129.226220, 127.604150, 130.880971, 127.216400, 127.896445, 127.299232, 129.459882, 0.001232, 0.003726

5.030000, 126.247346, 131.034478, 130.395223, 128.817150, 130.665453, 129.706052, 128.267729, 126.480774, 126.869605, 130.761946, 132.214779, 127.636350, 126.761105, 131.769008, 132.440529, 128.590355, 127.591170, 131.717681, 132.156907, 129.475290, 131.178753, 132.019036, 132.295835, 127.884782, 131.244486, 126.355278, 128.445783, 128.083713, 130.157026, 129.769754, 132.237293, 128.803115, 128.955834, 128.533847, 129.211363, 131.199255, 131.683201, 130.953415, 132.498086, 132.015612, 130.655622, 126.579896, 132.129965, 128.854679, 132.325507, 127.369105, 131.094958, 126.919904, 129.835826, 131.800414, 131.641519, 129.595822, 130.414509, 131.343877, 128.075784, 130.531751, 129.497228, 129.796679, 131.558975, 131.310590, 128.561754, 129.599604, 131.525140, 131.031427, 129.583121, 128.584766, 131.440346, 127.539503, 127.440309, 128.213437, 126.852879, 126.413459, 126.483166, 128.703831, 128.618888, 126.369225, 128.929058, 130.273613, 128.386889, 128.231535, 130.939366, 126.543015, 131.278888, 127.086897, 128.113732, 129.613965, 129.302684, 128.129149, 132.137671, 129.684770, 127.178187, 128.490034, 128.521166, 129.477251, 127.855831, 131.132584, 127.467977, 128.148076, 127.550846, 129.710958, 0.000267, 0.003889

5.040000, 126.498314, 131.286107, 130.646669, 129.068398, 130.917029, 129.957125, 128.519311, 126.731775, 127.120797, 131.013552, 132.465816, 127.887995, 127.012230, 132.020301, 132.691504, 128.841750, 127.842800, 131.969007, 132.407969, 129.726320, 131.430356, 132.270171, 132.546842, 128.136464, 131.496069, 126.606252, 128.697268, 128.335365, 130.408328, 130.020850, 132.488321, 129.054372, 129.207002, 128.785278, 129.462424, 131.450853, 131.934550, 131.205047, 132.749055, 132.266748, 130.907195, 126.830931, 132.381040, 129.105905, 132.576505, 127.620629, 131.346580, 127.171129, 130.086950, 132.051685, 131.892895, 129.846866, 130.665966, 131.595421, 128.327438, 130.783270, 129.748258, 130.047786, 131.810403, 131.562148, 128.813167, 129.850649, 131.776588, 131.283056, 129.834163, 128.836164, 131.691843, 127.791113, 127.691873, 128.465044, 127.104060, 126.664442, 126.734167, 128.955151, 128.870264, 126.620201, 129.180240, 130.524987, 128.638410, 128.483133, 131.190998, 126.794036, 131.530458, 127.338237, 128.365375, 129.865013, 129.553724, 128.380787, 132.388743, 129.935837, 127.429590, 128.741493, 128.772605, 129.728280, 128.107512, 131.384198, 127.719555, 128.399708, 127.802461, 129.962032, -0.000702, 0.003808

