time, theta_0, theta_1, theta_2, theta_3, theta_4, theta_5, theta_6, theta_7, theta_8, theta_9, theta_10, theta_11, theta_12, theta_13, theta_14, theta_15, theta_16, theta_17, theta_18, theta_19, theta_20, theta_21, theta_22, theta_23, theta_24, theta_25, theta_26, theta_27, theta_28, theta_29, theta_30, theta_31, theta_32, theta_33, theta_34, theta_35, theta_36, theta_37, theta_38, theta_39, theta_40, theta_41, theta_42, theta_43, theta_44, theta_45, theta_46, theta_47, theta_48, theta_49, theta_50, theta_51, theta_52, theta_53, theta_54, theta_55, theta_56, theta_57, theta_58, theta_59, theta_60, theta_61, theta_62, theta_63, theta_64, theta_65, theta_66, theta_67, theta_68, theta_69, theta_70, theta_71, theta_72, theta_73, theta_74, theta_75, theta_76, theta_77, theta_78, theta_79, theta_80, theta_81, theta_82, theta_83, theta_84, theta_85, theta_86, theta_87, theta_88, theta_89, theta_90, theta_91, theta_92, theta_93, theta_94, theta_95, theta_96, theta_97, theta_98, theta_99, OrderPara_drawX, OrderPara_drawY

10.540000, 264.377103, 269.878620, 269.063829, 267.219633, 269.516832, 267.799522, 266.967978, 264.565486, 265.099524, 269.633780, 270.476284, 266.517636, 264.912042, 270.270146, 270.601854, 267.118646, 266.466824, 270.247294, 270.447452, 267.587802, 269.975041, 270.382200, 270.518629, 266.738618, 270.014120, 264.456385, 267.053370, 266.868549, 268.542644, 267.873765, 270.487796, 267.213306, 267.283686, 267.093386, 267.415106, 269.987509, 270.231852, 269.816086, 270.638517, 270.380626, 269.503744, 264.668845, 270.434360, 267.236667, 270.534811, 266.147217, 269.921072, 265.197681, 267.960229, 270.284086, 270.213038, 267.688751, 269.102661, 270.068891, 266.863896, 269.317592, 267.604872, 267.907764, 270.175100, 270.051057, 267.105890, 267.692228, 270.159204, 269.876389, 267.677223, 267.116157, 270.118195, 266.403465, 266.263832, 266.940130, 265.068428, 264.504359, 264.567782, 267.168991, 267.131327, 264.467514, 267.271052, 268.802365, 267.025937, 266.949531, 269.804496, 264.628322, 270.033611, 265.561222, 266.885847, 267.705626, 267.469155, 266.894544, 270.438085, 267.776506, 265.766521, 267.073602, 267.087681, 267.589306, 266.716904, 269.945942, 266.305339, 266.905061, 266.417886, 267.804949, -0.000144, 0.000857

10.550000, 264.627536, 270.130939, 269.315989, 267.470805, 269.769496, 268.049570, 267.219812, 264.815612, 265.349735, 269.886404, 270.727139, 266.770256, 265.162053, 270.521543, 270.852411, 267.370087, 266.719477, 270.498752, 270.698379, 267.838121, 270.227171, 270.633298, 270.769379, 266.990951, 270.266164, 264.706671, 267.304984, 267.120618, 268.793484, 268.123771, 270.738621, 267.464494, 267.534688, 267.344895, 267.665782, 270.239611, 270.483352, 270.068510, 270.888995, 270.631729, 269.756408, 264.918871, 270.685322, 267.487794, 270.785522, 266.399758, 270.173313, 265.448060, 268.210222, 270.535446, 270.464588, 267.938915, 269.354899, 270.320807, 267.115976, 269.570156, 267.855162, 268.157760, 270.426749, 270.303015, 267.357365, 267.942387, 270.410894, 270.128713, 267.927403, 267.367605, 270.369990, 266.656139, 266.516476, 267.192031, 265.318594, 264.754568, 264.817905, 267.420298, 267.382735, 264.717781, 267.522088, 269.053889, 267.277623, 267.201410, 270.056938, 264.878380, 270.285610, 265.812479, 267.137876, 267.955769, 267.719710, 267.146554, 270.689037, 268.026573, 266.018321, 267.325163, 267.339205, 267.839623, 266.969275, 270.198132, 266.558002, 267.157046, 266.670556, 268.054993, -0.000352, 0.000798

10.560000, 264.877969, 270.383260, 269.568152, 267.721976, 270.022162, 268.299616, 267.471645, 265.065736, 265.599942, 270.139031, 270.977993, 267.022878, 265.412061, 270.772941, 271.102967, 267.621528, 266.972131, 270.750211, 270.949308, 268.088441, 270.479300, 270.884396, 271.020129, 267.243284, 270.518207, 264.956956, 267.556598, 267.372687, 269.044323, 268.373774, 270.989448, 267.715682, 267.785691, 267.596404, 267.916459, 270.491714, 270.734851, 270.320934, 271.139473, 270.882831, 270.009074, 265.168895, 270.936284, 267.738920, 271.036234, 266.652302, 270.425553, 265.698436, 268.460211, 270.786806, 270.716137, 268.189078, 269.607141, 270.572723, 267.368055, 269.822723, 268.105452, 268.407753, 270.678398, 270.554973, 267.608841, 268.192546, 270.662584, 270.381037, 268.177582, 267.619053, 270.621784, 266.908814, 266.769123, 267.443933, 265.568756, 265.004776, 265.068026, 267.671604, 267.634143, 264.968047, 267.773124, 269.305414, 267.529309, 267.453288, 270.309380, 265.128437, 270.537609, 266.063736, 267.389906, 268.205910, 267.970264, 267.398564, 270.939989, 268.276638, 266.270124, 267.576724, 267.590729, 268.089940, 267.221646, 270.450323, 266.810669, 267.409031, 266.923229, 268.305035, -0.000540, 0.000689

10.570000, 265.128403, 270.635580, 269.820318, 267.973148, 270.274831, 268.549661, 267.723477, 265.315859, 265.850145, 270.391659, 271.228848, 267.275501, 265.662065, 271.024338, 271.353524, 267.872970, 267.224787, 271.001669, 271.200236, 268.338759, 270.731430, 271.135495, 271.270879, 267.495617, 270.770250, 265.207241, 267.808213, 267.624756, 269.295159, 268.623774, 271.240274, 267.966870, 268.036694, 267.847913, 268.167136, 270.743816, 270.986351, 270.573359, 271.389951, 271.133934, 270.261743, 265.418916, 271.187245, 267.990046, 271.286945, 266.904851, 270.677793, 265.948809, 268.710197, 271.038166, 270.967686, 268.439240, 269.859387, 270.824638, 267.620134, 270.075294, 268.355741, 268.657743, 270.930046, 270.806931, 267.860316, 268.442704, 270.914274, 270.633361, 268.427759, 267.870501, 270.873578, 267.161493, 267.021773, 267.695834, 265.818914, 265.254983, 265.318147, 267.922911, 267.885550, 265.218313, 268.024159, 269.556940, 267.780994, 267.705167, 270.561822, 265.378492, 270.789607, 266.314992, 267.641936, 268.456051, 268.220818, 267.650574, 271.190942, 268.526703, 266.521929, 267.828285, 267.842253, 268.340256, 267.474017, 270.702514, 267.063339, 267.661017, 267.175904, 268.555075, -0.000696, 0.000537

10.580000, 265.378836, 270.887900, 270.072488, 268.224319, 270.527503, 268.799704, 267.975310, 265.565981, 266.100344, 270.644288, 271.479704, 267.528126, 265.912066, 271.275735, 271.604081, 268.124411, 267.477446, 271.253127, 271.451164, 268.589078, 270.983559, 271.386593, 271.521630, 267.747951, 271.022293, 265.457525, 268.059827, 267.876825, 269.545993, 268.873773, 271.491100, 268.218059, 268.287697, 268.099421, 268.417813, 270.995919, 271.237850, 270.825785, 271.640430, 271.385036, 270.514415, 265.668937, 271.438208, 268.241172, 271.537656, 267.157404, 270.930034, 266.199177, 268.960181, 271.289526, 271.219235, 268.689402, 270.111636, 271.076553, 267.872214, 270.327869, 268.606030, 268.907731, 271.181695, 271.058889, 268.111791, 268.692860, 271.165963, 270.885686, 268.677936, 268.121949, 271.125372, 267.414174, 267.274428, 267.947735, 266.069068, 265.505189, 265.568266, 268.174218, 268.136957, 265.468579, 268.275196, 269.808468, 268.032680, 267.957045, 270.814265, 265.628546, 271.041606, 266.566249, 267.893965, 268.706190, 268.471373, 267.902583, 271.441894, 268.776765, 266.773736, 268.079846, 268.093776, 268.590572, 267.726389, 270.954704, 267.316012, 267.913001, 267.428582, 268.805114, -0.000810, 0.000350

10.590000, 265.629269, 271.140221, 270.324661, 268.475491, 270.780178, 269.049746, 268.227142, 265.816103, 266.350539, 270.896920, 271.730559, 267.780753, 266.162064, 271.527133, 271.854639, 268.375852, 267.730106, 271.504585, 271.702093, 268.839396, 271.235689, 271.637692, 271.772380, 268.000285, 271.274336, 265.707809, 268.311441, 268.128894, 269.796824, 269.123769, 271.741927, 268.469247, 268.538701, 268.350929, 268.668490, 271.248021, 271.489349, 271.078211, 271.890908, 271.636139, 270.767090, 265.918955, 271.689170, 268.492299, 271.788368, 267.409960, 271.182274, 266.449542, 269.210162, 271.540886, 271.470784, 268.939562, 270.363889, 271.328468, 268.124293, 270.580447, 268.856318, 269.157716, 271.433343, 271.310846, 268.363267, 268.943016, 271.417653, 271.138011, 268.928113, 268.373397, 271.377166, 267.666857, 267.527086, 268.199636, 266.319218, 265.755395, 265.818384, 268.425524, 268.388365, 265.718844, 268.526232, 270.059996, 268.284365, 268.208923, 271.066709, 265.878598, 271.293604, 266.817504, 268.145995, 268.956329, 268.721927, 268.154592, 271.692847, 269.026826, 267.025545, 268.331406, 268.345300, 268.840887, 267.978762, 271.206895, 267.568689, 268.164986, 267.681262, 269.055151, -0.000875, 0.000140

10.600000, 265.879702, 271.392542, 270.576838, 268.726663, 271.032855, 269.299785, 268.478975, 266.066223, 266.600729, 271.149554, 271.981415, 268.033381, 266.412058, 271.778530, 272.105196, 268.627294, 267.982769, 271.756043, 271.953022, 269.089714, 271.487818, 271.888790, 272.023131, 268.252619, 271.526379, 265.958093, 268.563054, 268.380962, 270.047653, 269.373763, 271.992754, 268.720436, 268.789704, 268.602438, 268.919167, 271.500123, 271.740848, 271.330638, 272.141386, 271.887242, 271.019768, 266.168972, 271.940132, 268.743426, 272.039080, 267.662521, 271.434515, 266.699902, 269.460139, 271.792246, 271.722333, 269.189722, 270.616146, 271.580383, 268.376372, 270.833030, 269.106607, 269.407699, 271.684991, 271.562803, 268.614742, 269.193171, 271.669342, 271.390336, 269.178288, 268.624844, 271.628959, 267.919543, 267.779747, 268.451537, 266.569364, 266.005601, 266.068502, 268.676831, 268.639772, 265.969108, 268.777268, 270.311524, 268.536050, 268.460800, 271.319154, 266.128649, 271.545602, 267.068760, 268.398024, 269.206466, 268.972482, 268.406601, 271.943800, 269.276886, 267.277357, 268.582967, 268.596823, 269.091203, 268.231134, 271.459085, 267.821369, 268.416971, 267.933945, 269.305187, -0.000886, -0.000080

10.610000, 266.130135, 271.644864, 270.829019, 268.977834, 271.285535, 269.549823, 268.730807, 266.316342, 266.850916, 271.402189, 272.232271, 268.286012, 266.662048, 272.029927, 272.355753, 268.878735, 268.235433, 272.007501, 272.203951, 269.340032, 271.739947, 272.139889, 272.273883, 268.504954, 271.778422, 266.208376, 268.814668, 268.633031, 270.298480, 269.623755, 272.243581, 268.971625, 269.040708, 268.853946, 269.169845, 271.752225, 271.992347, 271.583065, 272.391864, 272.138344, 271.272448, 266.418987, 272.191095, 268.994552, 272.289792, 267.915086, 271.686756, 266.950259, 269.710114, 272.043606, 271.973882, 269.439880, 270.868406, 271.832297, 268.628451, 271.085616, 269.356894, 269.657679, 271.936639, 271.814760, 268.866217, 269.443325, 271.921031, 271.642661, 269.428463, 268.876292, 271.880752, 268.172232, 268.032412, 268.703437, 266.819506, 266.255806, 266.318618, 268.928138, 268.891180, 266.219373, 269.028305, 270.563054, 268.787735, 268.712678, 271.571599, 266.378699, 271.797600, 267.320015, 268.650053, 269.456603, 269.223037, 268.658610, 272.194753, 269.526944, 267.529171, 268.834528, 268.848347, 269.341518, 268.483507, 271.711276, 268.074052, 268.668955, 268.186630, 269.555221, -0.000842, -0.000297

10.620000, 266.380568, 271.897185, 271.081203, 269.229006, 271.538218, 269.799860, 268.982638, 266.566460, 267.101099, 271.654826, 272.483127, 268.538643, 266.912035, 272.281324, 272.606311, 269.130176, 268.488100, 272.258959, 272.454880, 269.590349, 271.992076, 272.390988, 272.524634, 268.757288, 272.030464, 266.458659, 269.066281, 268.885099, 270.549305, 269.873745, 272.494408, 269.222813, 269.291712, 269.105454, 269.420523, 272.004327, 272.243846, 271.835493, 272.642342, 272.389447, 271.525131, 266.669000, 272.442058, 269.245679, 272.540504, 268.167655, 271.938996, 267.200612, 269.960086, 272.294965, 272.225430, 269.690038, 271.120671, 272.084211, 268.880530, 271.338206, 269.607182, 269.907657, 272.188287, 272.066717, 269.117692, 269.693478, 272.172719, 271.894987, 269.678637, 269.127740, 272.132545, 268.424923, 268.285080, 268.955338, 267.069644, 266.506010, 266.568733, 269.179445, 269.142587, 266.469636, 269.279341, 270.814585, 269.039420, 268.964555, 271.824044, 266.628747, 272.049597, 267.571270, 268.902082, 269.706738, 269.473592, 268.910619, 272.445706, 269.777001, 267.780987, 269.086088, 269.099870, 269.591832, 268.735881, 271.963466, 268.326738, 268.920939, 268.439318, 269.805253, -0.000745, -0.000497

10.630000, 266.631001, 272.149507, 271.333390, 269.480178, 271.790903, 270.049895, 269.234470, 266.816577, 267.351277, 271.907465, 272.733983, 268.791277, 267.162018, 272.532721, 272.856868, 269.381617, 268.740769, 272.510417, 272.705809, 269.840666, 272.244205, 272.642087, 272.775385, 269.009623, 272.282506, 266.708942, 269.317895, 269.137167, 270.800127, 270.123732, 272.745235, 269.474002, 269.542716, 269.356962, 269.671201, 272.256429, 272.495344, 272.087921, 272.892820, 272.640551, 271.777817, 266.919011, 272.693021, 269.496806, 272.791217, 268.420228, 272.191237, 267.450961, 270.210056, 272.546325, 272.476978, 269.940195, 271.372939, 272.336125, 269.132608, 271.590800, 269.857469, 270.157633, 272.439934, 272.318673, 269.369167, 269.943631, 272.424408, 272.147312, 269.928810, 269.379187, 272.384337, 268.677617, 268.537752, 269.207238, 267.319778, 266.756213, 266.818847, 269.430752, 269.393994, 266.719900, 269.530378, 271.066117, 269.291104, 269.216432, 272.076491, 266.878793, 272.301595, 267.822525, 269.154111, 269.956873, 269.724147, 269.162628, 272.696659, 270.027056, 268.032806, 269.337648, 269.351393, 269.842147, 268.988254, 272.215656, 268.579428, 269.172923, 268.692008, 270.055283, -0.000602, -0.000668

10.640000, 266.881434, 272.401829, 271.585582, 269.731351, 272.043591, 270.299928, 269.486301, 267.066693, 267.601452, 272.160105, 272.984839, 269.043912, 267.411998, 272.784117, 273.107426, 269.633058, 268.993440, 272.761874, 272.956739, 270.090983, 272.496333, 272.893186, 273.026137, 269.261959, 272.534548, 266.959224, 269.569508, 269.389235, 271.050947, 270.373717, 272.996063, 269.725191, 269.793720, 269.608470, 269.921879, 272.508530, 272.746843, 272.340350, 273.143298, 272.891654, 272.030506, 267.169021, 272.943984, 269.747934, 273.041930, 268.672804, 272.443478, 267.701307, 270.460022, 272.797685, 272.728526, 270.190352, 271.625211, 272.588038, 269.384687, 271.843398, 270.107756, 270.407606, 272.691581, 272.570629, 269.620641, 270.193782, 272.676096, 272.399638, 270.178982, 269.630635, 272.636130, 268.930314, 268.790428, 269.459138, 267.569907, 267.006416, 267.068961, 269.682058, 269.645401, 266.970163, 269.781415, 271.317650, 269.542788, 269.468309, 272.328937, 267.128838, 272.553592, 268.073779, 269.406139, 270.207007, 269.974702, 269.414636, 272.947613, 270.277110, 268.284627, 269.589208, 269.602916, 270.092461, 269.240628, 272.467847, 268.832121, 269.424907, 268.944700, 270.305312, -0.000421, -0.000799

10.650000, 267.131867, 272.654151, 271.837776, 269.982523, 272.296282, 270.549960, 269.738132, 267.316809, 267.851622, 272.412748, 273.235696, 269.296549, 267.661974, 273.035514, 273.357984, 269.884498, 269.246113, 273.013332, 273.207668, 270.341300, 272.748462, 273.144285, 273.276889, 269.514294, 272.786590, 267.209506, 269.821121, 269.641303, 271.301765, 270.623700, 273.246891, 269.976380, 270.044725, 269.859978, 270.172557, 272.760631, 272.998341, 272.592779, 273.393776, 273.142757, 272.283198, 267.419029, 273.194947, 269.999061, 273.292643, 268.925385, 272.695719, 267.951648, 270.709985, 273.049044, 272.980074, 270.440507, 271.877486, 272.839952, 269.636765, 272.096000, 270.358042, 270.657576, 272.943228, 272.822585, 269.872116, 270.443933, 272.927784, 272.651964, 270.429154, 269.882082, 272.887922, 269.183013, 269.043107, 269.711037, 267.820033, 267.256619, 267.319073, 269.933365, 269.896808, 267.220426, 270.032453, 271.569184, 269.794472, 269.720186, 272.581385, 267.378882, 272.805589, 268.325033, 269.658168, 270.457140, 270.225257, 269.666644, 273.198566, 270.527163, 268.536450, 269.840768, 269.854439, 270.342775, 269.493003, 272.720037, 269.084817, 269.676891, 269.197395, 270.555339, -0.000212, -0.000881

10.660000, 267.382300, 272.906473, 272.089975, 270.233695, 272.548975, 270.799990, 269.989963, 267.566923, 268.101788, 272.665392, 273.486553, 269.549187, 267.911947, 273.286911, 273.608542, 270.135939, 269.498788, 273.264789, 273.458598, 270.591616, 273.000590, 273.395384, 273.527641, 269.766630, 273.038632, 267.459788, 270.072733, 269.893371, 271.552580, 270.873681, 273.497719, 270.227569, 270.295729, 270.111485, 270.423236, 273.012733, 273.249839, 272.845208, 273.644255, 273.393860, 272.535892, 267.669035, 273.445911, 270.250188, 273.543356, 269.177970, 272.947959, 268.201985, 270.959946, 273.300404, 273.231622, 270.690662, 272.129766, 273.091865, 269.888843, 272.348606, 270.608328, 270.907544, 273.194875, 273.074541, 270.123591, 270.694083, 273.179472, 272.904291, 270.679325, 270.133530, 273.139714, 269.435714, 269.295790, 269.962936, 268.070154, 267.506821, 267.569184, 270.184672, 270.148215, 267.470688, 270.283490, 271.820718, 270.046156, 269.972062, 272.833832, 267.628925, 273.057586, 268.576286, 269.910196, 270.707272, 270.475813, 269.918652, 273.449520, 270.777214, 268.788275, 270.092328, 270.105961, 270.593089, 269.745377, 272.972227, 269.337516, 269.928874, 269.450093, 270.805365, 0.000012, -0.000909

10.670000, 267.632733, 273.158795, 272.342177, 270.484868, 272.801671, 271.050018, 270.241794, 267.817037, 268.351950, 272.918037, 273.737410, 269.801827, 268.161916, 273.538307, 273.859100, 270.387380, 269.751465, 273.516246, 273.709529, 270.841932, 273.252719, 273.646484, 273.778394, 270.018965, 273.290673, 267.710069, 270.324346, 270.145438, 271.803393, 271.123660, 273.748547, 270.478758, 270.546734, 270.362993, 270.673915, 273.264834, 273.501337, 273.097639, 273.894733, 273.644964, 272.788589, 267.919040, 273.696874, 270.501316, 273.794069, 269.430560, 273.200200, 268.452319, 271.209904, 273.551764, 273.483170, 270.940816, 272.382049, 273.343778, 270.140921, 272.601215, 270.858614, 271.157510, 273.446521, 273.326496, 270.375065, 270.944232, 273.431159, 273.156617, 270.929495, 270.384977, 273.391505, 269.688418, 269.548476, 270.214836, 268.320272, 267.757022, 267.819295, 270.435979, 270.399622, 267.720950, 270.534528, 272.072254, 270.297840, 270.223938, 273.086281, 267.878966, 273.309582, 268.827540, 270.162224, 270.957403, 270.726368, 270.170660, 273.700475, 271.027264, 269.040103, 270.343888, 270.357484, 270.843402, 269.997752, 273.224417, 269.590219, 270.180857, 269.702792, 271.055388, 0.000236, -0.000882

10.680000, 267.883166, 273.411118, 272.594383, 270.736040, 273.054370, 271.300045, 270.493624, 268.067149, 268.602108, 273.170685, 273.988267, 270.054468, 268.411882, 273.789704, 274.109658, 270.638820, 270.004144, 273.767703, 273.960459, 271.092248, 273.504847, 273.897583, 274.029146, 270.271301, 273.542714, 267.960351, 270.575958, 270.397506, 272.054204, 271.373637, 273.999376, 270.729948, 270.797739, 270.614500, 270.924594, 273.516934, 273.752835, 273.350069, 274.145212, 273.896068, 273.041289, 268.169043, 273.947838, 270.752444, 274.044783, 269.683153, 273.452441, 268.702648, 271.459859, 273.803123, 273.734717, 271.190969, 272.634336, 273.595690, 270.392999, 272.853829, 271.108899, 271.407473, 273.698167, 273.578452, 270.626539, 271.194380, 273.682846, 273.408944, 271.179665, 270.636424, 273.643296, 269.941125, 269.801166, 270.466734, 268.570385, 268.007223, 268.069405, 270.687286, 270.651029, 267.971212, 270.785565, 272.323791, 270.549523, 270.475814, 273.338730, 268.129005, 273.561578, 269.078793, 270.414251, 271.207533, 270.976924, 270.422668, 273.951429, 271.277312, 269.291933, 270.595447, 270.609006, 271.093715, 270.250128, 273.476607, 269.842925, 270.432840, 269.955495, 271.305411, 0.000447, -0.000799

10.690000, 268.133599, 273.663440, 272.846592, 270.987213, 273.307071, 271.550071, 270.745454, 268.317261, 268.852262, 273.423334, 274.239125, 270.307111, 268.661844, 274.041100, 274.360217, 270.890261, 270.256824, 274.019160, 274.211389, 271.342564, 273.756974, 274.148683, 274.279899, 270.523638, 273.794755, 268.210632, 270.827571, 270.649573, 272.305012, 271.623611, 274.250204, 270.981137, 271.048744, 270.866008, 271.175273, 273.769035, 274.004333, 273.602500, 274.395690, 274.147172, 273.293991, 268.419044, 274.198802, 271.003571, 274.295496, 269.935750, 273.704682, 268.952974, 271.709811, 274.054482, 273.986264, 271.441121, 272.886627, 273.847602, 270.645077, 273.106446, 271.359185, 271.657434, 273.949813, 273.830406, 270.878014, 271.444528, 273.934533, 273.661270, 271.429834, 270.887871, 273.895087, 270.193834, 270.053859, 270.718633, 268.820494, 268.257423, 268.319513, 270.938593, 270.902436, 268.221473, 271.036603, 272.575328, 270.801207, 270.727690, 273.591179, 268.379044, 273.813574, 269.330045, 270.666279, 271.457662, 271.227480, 270.674675, 274.202383, 271.527359, 269.543766, 270.847006, 270.860529, 271.344028, 270.502503, 273.728797, 270.095634, 270.684823, 270.208199, 271.555432, 0.000633, -0.000667

10.700000, 268.384032, 273.915763, 273.098805, 271.238386, 273.559775, 271.800095, 270.997284, 268.567372, 269.102412, 273.675985, 274.489983, 270.559756, 268.911803, 274.292497, 274.610775, 271.141701, 270.509507, 274.270617, 274.462320, 271.592879, 274.009102, 274.399783, 274.530652, 270.775974, 274.046795, 268.460912, 271.079183, 270.901639, 272.555818, 271.873584, 274.501033, 271.232327, 271.299750, 271.117515, 271.425953, 274.021135, 274.255831, 273.854931, 274.646169, 274.398275, 273.546696, 268.669044, 274.449767, 271.254699, 274.546211, 270.188351, 273.956922, 269.203296, 271.959760, 274.305842, 274.237811, 271.691273, 273.138922, 274.099514, 270.897154, 273.359067, 271.609470, 271.907393, 274.201459, 274.082361, 271.129488, 271.694675, 274.186220, 273.913597, 271.680002, 271.139318, 274.146878, 270.446545, 270.306556, 270.970531, 269.070600, 268.507623, 268.569621, 271.189899, 271.153843, 268.471734, 271.287641, 272.826867, 271.052890, 270.979565, 273.843629, 268.629081, 274.065570, 269.581298, 270.918306, 271.707791, 271.478036, 270.926682, 274.453338, 271.777404, 269.795601, 271.098565, 271.112051, 271.594341, 270.754879, 273.980987, 270.348347, 270.936805, 270.460906, 271.805451, 0.000780, -0.000493

10.710000, 268.634465, 274.168086, 273.351022, 271.489559, 273.812481, 272.050117, 271.249113, 268.817482, 269.352557, 273.928637, 274.740841, 270.812402, 269.161759, 274.543893, 274.861334, 271.393142, 270.762192, 274.522074, 274.713251, 271.843195, 274.261230, 274.650883, 274.781406, 271.028310, 274.298836, 268.711193, 271.330794, 271.153706, 272.806621, 272.123554, 274.751863, 271.483516, 271.550755, 271.369022, 271.676632, 274.273235, 274.507328, 274.107363, 274.896648, 274.649380, 273.799404, 268.919042, 274.700731, 271.505827, 274.796925, 270.440956, 274.209163, 269.453613, 272.209707, 274.557201, 274.489358, 271.941424, 273.391221, 274.351426, 271.149231, 273.611692, 271.859754, 272.157349, 274.453105, 274.334315, 271.380962, 271.944821, 274.437906, 274.165924, 271.930169, 271.390765, 274.398668, 270.699259, 270.559256, 271.222429, 269.320701, 268.757822, 268.819728, 271.441206, 271.405250, 268.721995, 271.538680, 273.078407, 271.304573, 271.231440, 274.096079, 268.879117, 274.317565, 269.832550, 271.170333, 271.957918, 271.728592, 271.178689, 274.704293, 272.027449, 270.047438, 271.350124, 271.363573, 271.844654, 271.007255, 274.233176, 270.601062, 271.188787, 270.713615, 272.055468, 0.000880, -0.000287

10.720000, 268.884899, 274.420409, 273.603242, 271.740732, 274.065190, 272.300138, 271.500942, 269.067591, 269.602699, 274.181291, 274.991699, 271.065050, 269.411711, 274.795289, 275.111893, 271.644582, 271.014879, 274.773530, 274.964182, 272.093510, 274.513357, 274.901983, 275.032159, 271.280647, 274.550876, 268.961473, 271.582406, 271.405772, 273.057422, 272.373522, 275.002692, 271.734706, 271.801761, 271.620529, 271.927312, 274.525335, 274.758825, 274.359795, 275.147126, 274.900484, 274.052115, 269.169038, 274.951696, 271.756956, 275.047639, 270.693566, 274.461403, 269.703927, 272.459651, 274.808560, 274.740905, 272.191574, 273.643523, 274.603337, 271.401308, 273.864321, 272.110039, 272.407303, 274.704750, 274.586269, 271.632436, 272.194966, 274.689593, 274.418251, 272.180336, 271.642212, 274.650459, 270.951975, 270.811959, 271.474327, 269.570797, 269.008021, 269.069834, 271.692513, 271.656656, 268.972256, 271.789718, 273.329948, 271.556255, 271.483315, 274.348530, 269.129151, 274.569560, 270.083801, 271.422360, 272.208045, 271.979149, 271.430695, 274.955248, 272.277492, 270.299278, 271.601683, 271.615095, 272.094966, 271.259631, 274.485366, 270.853781, 271.440769, 270.966327, 272.305485, 0.000927, -0.000062

10.730000, 269.135332, 274.672732, 273.855466, 271.991905, 274.317902, 272.550158, 271.752771, 269.317699, 269.852836, 274.433947, 275.242557, 271.317699, 269.661659, 275.046685, 275.362452, 271.896022, 271.267567, 275.024987, 275.215114, 272.343825, 274.765484, 275.153083, 275.282913, 271.532984, 274.802915, 269.211753, 271.834017, 271.657839, 273.308221, 272.623488, 275.253522, 271.985896, 272.052767, 271.872035, 272.177993, 274.777435, 275.010322, 274.612228, 275.397606, 275.151588, 274.304828, 269.419033, 275.202661, 272.008084, 275.298354, 270.946179, 274.713644, 269.954237, 272.709592, 275.059920, 274.992451, 272.441724, 273.895830, 274.855248, 271.653385, 274.116953, 272.360323, 272.657254, 274.956395, 274.838223, 271.883910, 272.445111, 274.941279, 274.670578, 272.430503, 271.893659, 274.902248, 271.204694, 271.064667, 271.726225, 269.820890, 269.258219, 269.319939, 271.943820, 271.908063, 269.222516, 272.040757, 273.581489, 271.807937, 271.735190, 274.600981, 269.379184, 274.821555, 270.335053, 271.674386, 272.458171, 272.229705, 271.682701, 275.206204, 272.527533, 270.551120, 271.853242, 271.866617, 272.345278, 271.512007, 274.737555, 271.106503, 271.692750, 271.219040, 272.555499, 0.000917, 0.000168

10.740000, 269.385765, 274.925055, 274.107694, 272.243078, 274.570616, 272.800176, 272.004600, 269.567807, 270.102969, 274.686604, 275.493416, 271.570350, 269.911604, 275.298081, 275.613012, 272.147462, 271.520258, 275.276443, 275.466045, 272.594140, 275.017611, 275.404183, 275.533667, 271.785320, 275.054955, 269.462032, 272.085629, 271.909905, 273.559017, 272.873452, 275.504352, 272.237085, 272.303773, 272.123542, 272.428673, 275.029534, 275.261819, 274.864661, 275.648085, 275.402692, 274.557544, 269.669026, 275.453626, 272.259212, 275.549069, 271.198797, 274.965884, 270.204543, 272.959530, 275.311279, 275.243997, 272.691873, 274.148140, 275.107159, 271.905461, 274.369590, 272.610607, 272.907203, 275.208040, 275.090176, 272.135383, 272.695255, 275.192964, 274.922905, 272.680668, 272.145105, 275.154038, 271.457415, 271.317377, 271.978122, 270.070979, 269.508417, 269.570044, 272.195127, 272.159470, 269.472776, 272.291796, 273.833032, 272.059620, 271.987064, 274.853432, 269.629216, 275.073549, 270.586304, 271.926413, 272.708297, 272.480262, 271.934707, 275.457159, 272.777574, 270.802965, 272.104800, 272.118138, 272.595590, 271.764384, 274.989744, 271.359229, 271.944732, 271.471757, 272.805512, 0.000850, 0.000390

